,Unnamed: 0,Time,month,day,hour,RCHW_Temp_V,RCHW_Temp_VS,SCHW_Temp_V,SCHW_Temp_VS,MAT_V,MAT_VS,SAT_V,SAT_VS,RAT_V,RAT_VS,Valve_CMD_V,Valve_CMD_VS,Temp_SP_V,Temp_SP_VS,VFD_Speed_CMD_V,VFD_Speed_CMD_VS
5560,5560,2021-09-02 10:55:00,9,2,5,6,6.68723726272583,5,5.496772766113281,23,23.32596969604492,13,13.081028938293455,23,23.21821403503418,100,100.0,18,18.0,140,140.0
5561,5561,2021-09-02 11:00:00,9,2,6,6,6.663332462310791,5,5.477004528045654,23,23.33011817932129,13,13.118842124938965,23,23.21821403503418,100,100.0,18,18.0,140,140.0
5562,5562,2021-09-02 11:05:00,9,2,6,6,6.608021259307861,5,5.458752155303955,23,23.320436477661133,13,13.048809051513672,23,23.193336486816406,100,100.0,18,18.0,140,140.0
5563,5563,2021-09-02 11:10:00,9,2,6,6,6.661837577819824,5,5.508932590484619,23,23.309375762939453,13,13.11744213104248,23,23.175371170043945,100,100.0,18,18.0,140,140.0
5564,5564,2021-09-02 11:15:00,9,2,6,6,6.652870655059815,5,5.515012264251709,23,23.307994842529297,13,13.086631774902344,23,23.16845893859864,100,100.0,18,18.0,140,140.0
5565,5565,2021-09-02 11:20:00,9,2,6,6,6.633439540863037,5,5.49981164932251,23,23.281726837158203,13,13.05721378326416,23,23.13253402709961,100,100.0,18,18.0,140,140.0
5566,5566,2021-09-02 11:25:00,9,2,6,6,6.670804023742676,5,5.515012264251709,23,23.26513671875,13,13.107638359069824,23,23.128389358520508,100,100.0,18,18.0,140,140.0
5567,5567,2021-09-02 11:30:00,9,2,6,6,6.930334091186523,5,5.730493068695068,23,23.359155654907227,13,13.356714248657228,23,23.26935768127441,100,100.0,18,18.0,140,140.0
5568,5568,2021-09-02 11:35:00,9,2,6,6,6.7051615715026855,5,5.460273265838623,23,23.400644302368164,13,13.19304084777832,23,23.29424476623535,100,100.0,18,18.0,140,140.0
5569,5569,2021-09-02 11:40:00,9,2,6,6,6.787258148193359,5,5.5605950355529785,23,23.402029037475582,13,13.250417709350586,23,23.295625686645508,100,100.0,18,18.0,140,140.0
5570,5570,2021-09-02 11:45:00,9,2,6,6,6.684249401092529,5,5.4663591384887695,23,23.36192321777344,13,13.152446746826172,23,23.25691795349121,100,100.0,18,18.0,140,140.0
5571,5571,2021-09-02 11:50:00,9,2,6,6,6.606524467468262,5,5.481566429138184,23,23.35224151611328,13,13.118842124938965,23,23.223743438720703,100,100.0,18,18.0,140,140.0
5572,5572,2021-09-02 11:55:00,9,2,6,6,6.407347202301025,5,5.402444362640381,23,23.37298583984375,12,12.994160652160645,23,23.25968170166016,100,100.0,18,18.0,140,140.0
5573,5573,2021-09-02 12:00:00,9,2,7,6,6.552667140960693,5,5.551480293273926,23,23.43246078491211,13,13.12304401397705,23,23.32051467895508,100,100.0,18,18.0,140,140.0
5574,5574,2021-09-02 12:05:00,9,2,7,6,6.61848783493042,5,5.5469231605529785,23,23.523775100708008,13,13.195841789245604,23,23.39657592773437,100,100.0,18,18.0,140,140.0
5575,5575,2021-09-02 12:10:00,9,2,7,6,6.667815208435059,5,5.502852916717529,23,23.480880737304688,13,13.167847633361816,23,23.31636619567871,100,100.0,18,18.0,140,140.0
5576,5576,2021-09-02 12:15:00,9,2,7,6,6.61848783493042,5,5.487649917602539,23,23.42416000366211,13,13.107638359069824,23,23.27765274047852,100,100.0,18,18.0,140,140.0
5577,5577,2021-09-02 12:20:00,9,2,7,6,6.573616027832031,5,5.551480293273926,23,23.42416000366211,13,13.07402515411377,23,23.279035568237305,100,100.0,18,18.0,140,140.0
5578,5578,2021-09-02 12:25:00,9,2,7,6,6.480793476104736,5,5.481566429138184,23,23.431076049804688,13,13.06421947479248,23,23.312219619750977,100,100.0,18,18.0,140,140.0
5579,5579,2021-09-02 12:30:00,9,2,7,6,6.456818580627441,5,5.432887077331543,23,23.485031127929688,13,13.12304401397705,23,23.36476707458496,100,100.0,18,18.0,140,140.0
5580,5580,2021-09-02 12:35:00,9,2,7,6,6.700681686401367,5,5.603109359741211,23,23.54868507385254,13,13.270005226135254,23,23.420089721679688,100,100.0,18,18.0,140,140.0
5581,5581,2021-09-02 12:40:00,9,2,7,6,6.679767608642578,5,5.495251655578613,23,23.5002498626709,13,13.27560043334961,23,23.3606185913086,100,100.0,18,18.0,140,140.0
5582,5582,2021-09-02 12:45:00,9,2,7,6,6.634934902191162,5,5.49981164932251,23,23.46842765808105,13,13.207037925720217,23,23.326045989990234,100,100.0,18,18.0,140,140.0
5583,5583,2021-09-02 12:50:00,9,2,7,6,6.611011981964111,5,5.610698699951172,23,23.390962600708008,13,13.160846710205078,23,23.25415229797364,100,100.0,18,18.0,140,140.0
5584,5584,2021-09-02 12:55:00,9,2,7,6,6.37434720993042,5,5.358277320861816,23,23.42692756652832,13,13.047407150268556,23,23.29424476623535,100,100.0,18,18.0,140,140.0
5585,5585,2021-09-02 13:00:00,9,2,8,6,6.599047183990479,5,5.572745323181152,23,23.49610137939453,13,13.216835021972656,23,23.35923385620117,100,100.0,18,18.0,140,140.0
5586,5586,2021-09-02 13:05:00,9,2,8,6,6.672297477722168,5,5.545403957366943,23,23.447677612304688,13,13.222432136535645,23,23.26382827758789,100,100.0,18,18.0,140,140.0
5587,5587,2021-09-02 13:10:00,9,2,8,6,6.640913963317871,5,5.49981164932251,23,23.411710739135746,13,13.163647651672363,23,23.24724006652832,100,100.0,18,18.0,140,140.0
5588,5588,2021-09-02 13:15:00,9,2,8,6,6.413345336914063,5,5.422234058380127,23,23.402029037475582,13,13.02639102935791,23,23.23203468322754,100,100.0,18,18.0,140,140.0
5589,5589,2021-09-02 13:20:00,9,2,8,6,6.533207416534424,5,5.507413864135742,23,23.518239974975582,13,13.197239875793455,23,23.381362915039062,100,100.0,18,18.0,140,140.0
5590,5590,2021-09-02 13:25:00,9,2,8,6,6.616993427276611,5,5.562113761901856,23,23.59159278869629,13,13.309168815612791,23,23.449142456054688,100,100.0,18,18.0,140,140.0
5591,5591,2021-09-02 13:30:00,9,2,8,6,6.489780426025391,5,5.39026403427124,23,23.613740921020508,13,13.223832130432127,23,23.440841674804688,100,100.0,18,18.0,140,140.0
5592,5592,2021-09-02 13:35:00,9,2,8,6,6.649881839752197,5,5.51805305480957,23,23.55698776245117,13,13.263010025024414,23,23.388277053833008,100,100.0,18,18.0,140,140.0
5593,5593,2021-09-02 13:40:00,9,2,8,6,6.509250640869141,5,5.486128330230713,23,23.50440216064453,13,13.195841789245604,23,23.36753273010254,100,100.0,18,18.0,140,140.0
5594,5594,2021-09-02 13:45:00,9,2,8,6,6.423840999603272,5,5.379602909088135,23,23.48641395568848,13,13.198640823364258,23,23.33710670471192,100,100.0,18,18.0,140,140.0
5595,5595,2021-09-02 13:50:00,9,2,8,6,6.455320358276367,5,5.3872175216674805,23,23.55698776245117,13,13.271403312683104,23,23.43807411193848,100,100.0,18,18.0,140,140.0
5596,5596,2021-09-02 13:55:00,9,2,8,6,6.875223636627197,5,5.728978157043457,23,23.64419746398925,13,13.650059700012209,23,23.53492927551269,100,100.0,18,18.0,140,140.0
5597,5597,2021-09-02 14:00:00,9,2,9,6,6.800683498382568,5,5.492209911346436,23,23.6594295501709,13,13.62214469909668,23,23.539081573486328,100,100.0,18,18.0,140,140.0
5598,5598,2021-09-02 14:05:00,9,2,9,6,6.667815208435059,5,5.475483417510986,23,23.58467102050781,13,13.45595359802246,23,23.447757720947266,100,100.0,18,18.0,140,140.0
5599,5599,2021-09-02 14:10:00,9,2,9,6,6.643903255462647,5,5.44049596786499,23,23.65527534484864,13,13.570491790771484,23,23.57783508300781,100,100.0,18,18.0,140,140.0
5600,5600,2021-09-02 14:15:00,9,2,9,6,6.699187278747559,5,5.481566429138184,23,23.756372451782227,13,13.669598579406738,23,23.658132553100582,100,100.0,18,18.0,140,140.0
5601,5601,2021-09-02 14:20:00,9,2,9,6,6.893101692199707,5,5.562113761901856,23,23.81178855895996,13,13.843939781188965,23,23.709369659423828,100,100.0,18,18.0,140,140.0
5602,5602,2021-09-02 14:25:00,9,2,9,6,6.966060638427734,5,5.537808418273926,23,23.736980438232425,13,13.80072021484375,23,23.619365692138672,100,100.0,18,18.0,140,140.0
5603,5603,2021-09-02 14:30:00,9,2,9,6,6.784274101257324,5,5.48004674911499,23,23.648351669311523,13,13.5928316116333,23,23.53216361999512,100,100.0,18,18.0,140,140.0
5604,5604,2021-09-02 14:35:00,9,2,9,6,6.743982315063477,5,5.5241312980651855,23,23.59297752380371,13,13.531389236450195,23,23.447757720947266,100,100.0,18,18.0,140,140.0
5605,5605,2021-09-02 14:40:00,9,2,9,6,6.640913963317871,5,5.469400882720947,23,23.61927795410156,13,13.451760292053224,23,23.5100212097168,100,100.0,18,18.0,140,140.0
5606,5606,2021-09-02 14:45:00,9,2,9,6,6.690226078033447,5,5.522612571716309,23,23.651123046875,13,13.434992790222168,23,23.51970672607422,100,100.0,18,18.0,140,140.0
5607,5607,2021-09-02 14:50:00,9,2,9,6,6.69171953201294,5,5.492209911346436,23,23.569446563720703,13,13.339935302734377,23,23.420089721679688,100,100.0,18,18.0,140,140.0
5608,5608,2021-09-02 14:55:00,9,2,9,6,6.558652877807617,5,5.458752155303955,23,23.49886703491211,13,13.223832130432127,23,23.36338233947754,100,100.0,18,18.0,140,140.0
5609,5609,2021-09-02 15:00:00,9,2,10,6,6.566135406494141,5,5.505893230438232,23,23.480880737304688,13,13.299379348754885,23,23.384126663208008,100,100.0,18,18.0,140,140.0
5610,5610,2021-09-02 15:05:00,9,2,10,6,6.972012519836426,5,5.60007381439209,23,23.742521286010746,13,13.516026496887209,23,23.70244789123535,100,100.0,18,18.0,140,140.0
5611,5611,2021-09-02 15:10:00,9,2,10,7,7.242363929748535,5,5.721401691436768,23,23.82841682434082,14,14.169832229614258,23,23.74122810363769,100,100.0,18,18.0,140,140.0
5612,5612,2021-09-02 15:15:00,9,2,10,7,7.145919799804688,5,5.501333236694336,23,23.91572952270508,14,14.249127388000488,23,23.85483932495117,100,100.0,18,18.0,140,140.0
5613,5613,2021-09-02 15:20:00,9,2,10,7,7.156311988830566,5,5.549962520599365,23,23.886621475219727,14,14.26581573486328,23,23.806339263916016,100,100.0,18,18.0,140,140.0
5614,5614,2021-09-02 15:25:00,9,2,10,6,6.875223636627197,5,5.473962783813477,23,23.74529266357422,13,13.891327857971191,23,23.601367950439453,100,100.0,18,18.0,140,140.0
5615,5615,2021-09-02 15:30:00,9,2,10,6,6.573616027832031,5,5.410056114196777,23,23.58467102050781,13,13.485294342041016,23,23.428390502929688,100,100.0,18,18.0,140,140.0
5616,5616,2021-09-02 15:35:00,9,2,10,6,6.437333583831787,5,5.332372665405273,23,23.59297752380371,13,13.412631034851074,23,23.49895095825196,100,100.0,18,18.0,140,140.0
5617,5617,2021-09-02 15:40:00,9,2,10,6,6.791733741760254,5,5.700185298919678,23,23.60681915283203,13,13.583056449890137,23,23.451908111572266,100,100.0,18,18.0,140,140.0
5618,5618,2021-09-02 15:45:00,9,2,10,6,6.7051615715026855,5,5.504373073577881,23,23.49056625366211,13,13.437788009643556,23,23.34402275085449,100,100.0,18,18.0,140,140.0
5619,5619,2021-09-02 15:50:00,9,2,10,6,6.401349067687988,5,5.341516494750977,23,23.343944549560547,13,13.132845878601074,23,23.193336486816406,100,100.0,18,18.0,140,140.0
5620,5620,2021-09-02 15:55:00,9,2,10,6,6.347334861755371,5,5.414623737335205,23,23.28863906860352,13,13.065619468688965,23,23.121479034423828,100,100.0,18,18.0,140,140.0
5621,5621,2021-09-02 16:00:00,9,2,11,6,6.422342300415039,5,5.43745231628418,23,23.331499099731445,13,13.15524673461914,23,23.16984367370605,100,100.0,18,18.0,140,140.0
5622,5622,2021-09-02 16:05:00,9,2,11,6,6.7454752922058105,5,5.681994438171387,23,23.4296932220459,13,13.44757080078125,23,23.284564971923828,100,100.0,18,18.0,140,140.0
5623,5623,2021-09-02 16:10:00,9,2,11,6,6.805157661437988,5,5.571226119995117,23,23.39788055419922,13,13.425210952758787,23,23.237564086914062,100,100.0,18,18.0,140,140.0
5624,5624,2021-09-02 16:15:00,9,2,11,6,6.900549411773682,5,5.686542510986328,23,23.337032318115234,13,13.404245376586914,23,23.17122459411621,100,100.0,18,18.0,140,140.0
5625,5625,2021-09-02 16:20:00,9,2,11,6,6.590072154998779,5,5.469400882720947,23,23.32596969604492,13,13.216835021972656,23,23.16431427001953,100,100.0,18,18.0,140,140.0
5626,5626,2021-09-02 16:25:00,9,2,11,6,6.554162979125977,5,5.467879295349121,23,23.366071701049805,13,13.229429244995115,23,23.219594955444336,100,100.0,18,18.0,140,140.0
5627,5627,2021-09-02 16:30:00,9,2,11,6,6.590072154998779,5,5.501333236694336,23,23.42692756652832,13,13.285392761230469,23,23.26382827758789,100,100.0,18,18.0,140,140.0
5628,5628,2021-09-02 16:35:00,9,2,11,6,6.645398139953613,5,5.540846824645996,23,23.37989997863769,13,13.271403312683104,23,23.200244903564453,100,100.0,18,18.0,140,140.0
5629,5629,2021-09-02 16:40:00,9,2,11,6,6.540693283081055,5,5.467879295349121,23,23.33011817932129,13,13.166446685791016,23,23.16431427001953,100,100.0,18,18.0,140,140.0
5630,5630,2021-09-02 16:45:00,9,2,11,6,6.537698745727539,5,5.586410045623779,23,23.291404724121094,13,13.163647651672363,23,23.13667869567871,100,100.0,18,18.0,140,140.0
5631,5631,2021-09-02 16:50:00,9,2,11,6,6.497270107269287,5,5.493730545043945,23,23.343944549560547,13,13.184643745422363,23,23.19610023498535,100,100.0,18,18.0,140,140.0
5632,5632,2021-09-02 16:55:00,9,2,11,6,6.489780426025391,5,5.478525638580322,23,23.382667541503903,13,13.242021560668944,23,23.20853805541992,100,100.0,18,18.0,140,140.0
5633,5633,2021-09-02 17:00:00,9,2,12,6,6.59306526184082,5,5.515012264251709,23,23.38681602478028,13,13.261609077453612,23,23.212684631347656,100,100.0,18,18.0,140,140.0
5634,5634,2021-09-02 17:05:00,9,2,12,6,6.500266075134277,5,5.368941783905029,23,23.334264755249023,13,13.229429244995115,23,23.161550521850582,100,100.0,18,18.0,140,140.0
5635,5635,2021-09-02 17:10:00,9,2,12,6,6.488283157348633,5,5.619805335998535,23,23.31490898132324,13,13.207037925720217,23,23.16293334960937,100,100.0,18,18.0,140,140.0
5636,5636,2021-09-02 17:15:00,9,2,12,6,6.426840305328369,6,6.827775001525879,20,20.53670692443848,13,13.25461483001709,23,23.544618606567383,0,0.0,18,18.0,140,140.0
5637,5637,2021-09-02 17:20:00,9,2,12,6,6.7857666015625,7,7.1878862380981445,18,18.450166702270508,14,14.133651733398438,23,23.671979904174805,0,0.0,18,18.0,140,140.0
5638,5638,2021-09-02 17:25:00,9,2,12,7,7.024078369140625,7,7.423559188842773,17,17.195011138916016,14,14.903099060058594,24,24.09889030456543,0,0.0,18,18.0,140,140.0
5639,5639,2021-09-02 17:30:00,9,2,12,7,7.288317203521728,7,7.637857913970947,16,16.647478103637695,15,15.673911094665527,24,24.23490333557129,0,0.0,18,18.0,140,140.0
5640,5640,2021-09-02 17:35:00,9,2,12,7,7.522103786468506,7,7.813297271728516,16,16.53319549560547,16,16.340436935424805,24,24.64210319519043,0,0.0,18,18.0,140,140.0
5641,5641,2021-09-02 17:40:00,9,2,12,7,7.769925117492676,7,7.94572639465332,16,16.542835235595703,16,16.97666358947754,24,24.68662643432617,0,0.0,18,18.0,140,140.0
5642,5642,2021-09-02 17:45:00,9,2,12,7,7.990547180175781,8,8.098488807678223,16,16.71080207824707,17,17.57890510559082,24,24.75760841369629,0,0.0,18,18.0,140,140.0
5643,5643,2021-09-02 17:50:00,9,2,12,8,8.234009742736816,8,8.256826400756836,16,16.970861434936523,18,18.09123039245605,24,24.715850830078125,0,0.0,18,18.0,140,140.0
5644,5644,2021-09-03 06:50:00,9,3,1,22,22.86177062988281,20,20.22370147705078,26,26.47285842895508,26,26.94795608520508,26,26.85334205627441,0,0.0,18,18.0,140,140.0
5645,5645,2021-09-03 06:55:00,9,3,1,22,22.93078994750977,20,20.29917526245117,26,26.505220413208008,26,26.97054672241211,26,26.898494720458984,0,0.0,18,18.0,140,140.0
5646,5646,2021-09-03 07:00:00,9,3,2,22,22.9708309173584,20,20.24702835083008,26,26.54181480407715,26,26.980430603027344,26,26.926721572875977,0,0.0,18,18.0,140,140.0
5647,5647,2021-09-03 07:05:00,9,3,2,22,22.976356506347656,20,20.37053871154785,26,26.575603485107425,26,26.99172592163086,26,26.949308395385746,0,0.0,18,18.0,140,140.0
5648,5648,2021-09-03 07:10:00,9,3,2,23,23.024688720703125,20,20.39661407470703,26,26.603763580322266,26,26.993139266967773,27,27.05099296569824,0,0.0,18,18.0,140,140.0
5649,5649,2021-09-03 07:15:00,9,3,2,16,16.478370666503906,16,16.024017333984375,26,26.80670166015625,21,21.635684967041016,26,26.722204208374023,100,100.0,18,18.0,140,140.0
5650,5650,2021-09-03 07:20:00,9,3,2,11,11.399650573730469,10,10.063261032104492,26,26.2619686126709,17,17.931943893432617,26,26.104814529418945,100,100.0,18,18.0,140,140.0
5651,5651,2021-09-03 07:25:00,9,3,2,9,9.258895874023438,7,7.680646419525146,25,25.63388061523437,16,16.024620056152344,25,25.452207565307617,100,100.0,18,18.0,140,140.0
5652,5652,2021-09-03 07:30:00,9,3,2,8,8.093299865722656,6,6.444904327392578,25,25.09468460083008,14,14.8809175491333,24,24.91358757019043,100,100.0,18,18.0,140,140.0
5653,5653,2021-09-03 07:35:00,9,3,2,7,7.3372039794921875,5,5.694121837615967,24,24.66703414916992,14,14.083542823791504,24,24.49468994140625,100,100.0,18,18.0,140,140.0
5654,5654,2021-09-03 07:40:00,9,3,2,7,7.049355030059815,5,5.537808418273926,24,24.319503784179688,13,13.631916999816896,24,24.15717124938965,100,100.0,18,18.0,140,140.0
5655,5655,2021-09-03 07:45:00,9,3,2,6,6.922889709472656,5,5.508932590484619,24,24.06965446472168,13,13.387473106384276,23,23.91582679748535,100,100.0,18,18.0,140,140.0
5656,5656,2021-09-03 07:50:00,9,3,2,6,6.764877796173096,5,5.458752155303955,23,23.875534057617188,13,13.181844711303713,23,23.735689163208008,100,100.0,18,18.0,140,140.0
5657,5657,2021-09-03 07:55:00,9,3,2,6,6.79620885848999,5,5.556038856506348,23,23.72174644470215,13,13.114641189575195,23,23.57783508300781,100,100.0,18,18.0,140,140.0
5658,5658,2021-09-03 08:00:00,9,3,3,6,6.742489814758301,5,5.527172088623047,23,23.59712791442871,13,13.024991035461426,23,23.460208892822266,100,100.0,18,18.0,140,140.0
5659,5659,2021-09-03 08:05:00,9,3,3,6,6.75144624710083,5,5.559075355529785,23,23.519624710083008,12,12.998363494873049,23,23.38551139831543,100,100.0,18,18.0,140,140.0
5660,5660,2021-09-03 08:10:00,9,3,3,6,6.68723726272583,5,5.51805305480957,23,23.400644302368164,12,12.92967700958252,23,23.25415229797364,100,100.0,18,18.0,140,140.0
5661,5661,2021-09-03 08:15:00,9,3,3,6,6.690226078033447,5,5.527172088623047,23,23.364688873291016,12,12.917057037353516,23,23.26521110534668,100,100.0,18,18.0,140,140.0
5662,5662,2021-09-03 08:20:00,9,3,3,6,6.667815208435059,5,5.521092891693115,23,23.32596969604492,12,12.876385688781738,23,23.20162773132324,100,100.0,18,18.0,140,140.0
5663,5663,2021-09-03 08:25:00,9,3,3,6,6.715615749359131,5,5.575781345367432,23,23.28310775756836,12,12.877788543701172,23,23.161550521850582,100,100.0,18,18.0,140,140.0
5664,5664,2021-09-03 08:30:00,9,3,3,6,6.684249401092529,5,5.521092891693115,23,23.25960731506348,12,12.839911460876465,23,23.1380615234375,100,100.0,18,18.0,140,140.0
5665,5665,2021-09-03 08:35:00,9,3,3,6,6.59306526184082,5,5.449625015258789,23,23.17806434631348,12,12.730438232421877,23,23.063457489013672,100,100.0,18,18.0,140,140.0
5666,5666,2021-09-03 08:40:00,9,3,3,6,6.631943702697754,5,5.495251655578613,23,23.139373779296875,12,12.758516311645508,23,23.027544021606445,100,100.0,18,18.0,140,140.0
5667,5667,2021-09-03 08:45:00,9,3,3,6,6.587081432342529,5,5.477004528045654,23,23.07858657836914,12,12.698139190673828,22,22.97368431091309,100,100.0,18,18.0,140,140.0
5668,5668,2021-09-03 08:50:00,9,3,3,6,6.543686389923096,5,5.455710411071777,23,23.056486129760746,12,12.667238235473633,22,22.95159149169922,100,100.0,18,18.0,140,140.0
5669,5669,2021-09-03 08:55:00,9,3,3,6,6.570623397827148,5,5.508932590484619,23,23.0095272064209,12,12.71077823638916,22,22.89774513244629,100,100.0,18,18.0,140,140.0
5670,5670,2021-09-03 09:00:00,9,3,4,6,6.588576793670654,5,5.527172088623047,22,22.96809959411621,12,12.729033470153809,22,22.856332778930664,100,100.0,18,18.0,140,140.0
5671,5671,2021-09-03 09:05:00,9,3,4,6,6.368344783782959,5,5.39483118057251,22,22.96257781982422,12,12.619470596313477,22,22.85771369934082,100,100.0,18,18.0,140,140.0
5672,5672,2021-09-03 09:10:00,9,3,4,6,6.474799633026123,5,5.525651454925537,22,22.95981407165528,12,12.695330619812012,22,22.853572845458984,100,100.0,18,18.0,140,140.0
5673,5673,2021-09-03 09:15:00,9,3,4,6,6.470305442810059,5,5.521092891693115,22,22.94048309326172,12,12.712182998657228,22,22.799745559692383,100,100.0,18,18.0,140,140.0
5674,5674,2021-09-03 09:20:00,9,3,4,6,6.339829921722412,5,5.461794376373291,22,22.943246841430664,12,12.668644905090332,22,22.83148956298828,100,100.0,18,18.0,140,140.0
5675,5675,2021-09-03 09:25:00,9,3,4,6,6.368344783782959,5,5.540846824645996,22,22.97362327575684,12,12.743072509765623,22,22.893604278564453,100,100.0,18,18.0,140,140.0
5676,5676,2021-09-03 09:30:00,9,3,4,6,6.291778564453125,5,5.376556873321533,23,23.13661003112793,12,12.802027702331545,23,23.05516815185547,100,100.0,18,18.0,140,140.0
5677,5677,2021-09-03 09:35:00,9,3,4,6,6.441831588745117,5,5.457231044769287,23,23.24993133544922,12,12.917057037353516,23,23.16707801818848,100,100.0,18,18.0,140,140.0
5678,5678,2021-09-03 09:40:00,9,3,4,6,6.767861843109131,5,5.6895751953125,23,23.211231231689453,13,13.113242149353027,23,23.0772705078125,100,100.0,18,18.0,140,140.0
5679,5679,2021-09-03 09:45:00,9,3,4,6,6.518236637115479,5,5.408534526824951,23,23.19464492797852,12,12.964726448059082,23,23.062074661254883,100,100.0,18,18.0,140,140.0
5680,5680,2021-09-03 09:50:00,9,3,4,6,6.345834255218506,5,5.365894317626953,23,23.211231231689453,12,12.865163803100586,23,23.11595344543457,100,100.0,18,18.0,140,140.0
5681,5681,2021-09-03 09:55:00,9,3,4,6,6.368344783782959,5,5.4161458015441895,23,23.2264347076416,12,12.912851333618164,23,23.11180877685547,100,100.0,18,18.0,140,140.0
5682,5682,2021-09-03 10:00:00,9,3,5,6,6.531711578369141,5,5.554519176483154,23,23.27757835388184,13,13.09083366394043,23,23.15049743652344,100,100.0,18,18.0,140,140.0
5683,5683,2021-09-03 10:05:00,9,3,5,6,6.721589088439941,5,5.589446544647217,23,23.27481269836425,13,13.216835021972656,23,23.16016960144043,100,100.0,18,18.0,140,140.0
5684,5684,2021-09-03 10:10:00,9,3,5,6,6.527219772338867,5,5.402444362640381,23,23.1711540222168,13,13.017983436584473,23,23.045499801635746,100,100.0,18,18.0,140,140.0
5685,5685,2021-09-03 10:15:00,9,3,5,6,6.676780700683594,5,5.604628562927246,23,23.184972763061523,13,13.093633651733398,23,23.088321685791016,100,100.0,18,18.0,140,140.0
5686,5686,2021-09-03 10:20:00,9,3,5,6,6.530214309692383,5,5.48004674911499,23,23.17944526672364,13,13.022189140319824,23,23.062074661254883,100,100.0,18,18.0,140,140.0
5687,5687,2021-09-03 10:25:00,9,3,5,6,6.536202430725098,5,5.4663591384887695,23,23.26237297058105,13,13.068421363830566,23,23.15602302551269,100,100.0,18,18.0,140,140.0
5688,5688,2021-09-03 10:30:00,9,3,5,6,6.760400295257568,5,5.578819751739502,23,23.334264755249023,13,13.304974555969238,23,23.219594955444336,100,100.0,18,18.0,140,140.0
5689,5689,2021-09-03 10:35:00,9,3,5,6,6.766368865966797,5,5.528690814971924,23,23.09378242492676,13,13.246219635009766,22,22.98749351501465,100,100.0,18,18.0,140,140.0
5690,5690,2021-09-03 10:40:00,9,3,5,6,6.542189598083496,5,5.396354675292969,22,22.93772315979004,12,12.964726448059082,22,22.824586868286133,100,100.0,18,18.0,140,140.0
5691,5691,2021-09-03 10:45:00,9,3,5,7,7.766980171203613,6,6.246687412261963,22,22.96257781982422,13,13.088031768798828,22,22.948829650878903,100,100.0,18,18.0,140,140.0
5692,5692,2021-09-03 10:50:00,9,3,5,8,8.707181930541992,8,8.332955360412598,22,22.90873146057129,14,14.397886276245115,22,22.823205947875977,100,100.0,18,18.0,140,140.0
5693,5693,2021-09-03 10:55:00,9,3,5,6,6.372845649719238,5,5.549962520599365,22,22.892166137695312,12,12.896020889282228,22,22.81354713439941,100,100.0,18,18.0,140,140.0
5694,5694,2021-09-03 11:00:00,9,3,6,6,6.300790786743164,5,5.492209911346436,22,22.85351753234864,12,12.759920120239258,22,22.759727478027344,100,100.0,18,18.0,140,140.0
5695,5695,2021-09-03 11:05:00,9,3,6,6,6.378848075866699,5,5.571226119995117,22,22.805212020874023,12,12.82868766784668,22,22.723854064941406,100,100.0,18,18.0,140,140.0
5696,5696,2021-09-03 11:10:00,9,3,6,6,6.413345336914063,5,5.572745323181152,22,22.825912475585938,12,12.845523834228516,22,22.75282859802246,100,100.0,18,18.0,140,140.0
5697,5697,2021-09-03 11:15:00,9,3,6,6,6.530214309692383,5,5.672897338867188,22,22.767953872680664,12,12.922666549682615,22,22.674190521240234,100,100.0,18,18.0,140,140.0
5698,5698,2021-09-03 11:20:00,9,3,6,6,6.678275108337402,5,5.6971540451049805,22,22.784513473510746,12,12.95631504058838,22,22.7072982788086,100,100.0,18,18.0,140,140.0
5699,5699,2021-09-03 11:25:00,9,3,6,6,6.513742923736572,5,5.502852916717529,22,22.73484230041504,12,12.886202812194824,22,22.64246368408203,100,100.0,18,18.0,140,140.0
5700,5700,2021-09-03 11:30:00,9,3,6,6,6.488283157348633,5,5.486128330230713,22,22.74725914001465,12,12.91004467010498,22,22.67281150817871,100,100.0,18,18.0,140,140.0
5701,5701,2021-09-03 11:35:00,9,3,6,6,6.470305442810059,5,5.502852916717529,22,22.78313446044922,12,12.879192352294922,22,22.679706573486328,100,100.0,18,18.0,140,140.0
5702,5702,2021-09-03 11:40:00,9,3,6,6,6.510747909545898,5,5.481566429138184,22,22.794172286987305,13,13.002570152282717,22,22.71833610534668,100,100.0,18,18.0,140,140.0
5703,5703,2021-09-03 11:45:00,9,3,6,6,6.546679973602295,5,5.551480293273926,22,22.796932220458984,12,12.973136901855469,22,22.69350242614746,100,100.0,18,18.0,140,140.0
5704,5704,2021-09-03 11:50:00,9,3,6,6,6.631943702697754,5,5.531730651855469,22,22.85489654541016,13,13.099235534667969,22,22.770767211914062,100,100.0,18,18.0,140,140.0
5705,5705,2021-09-03 11:55:00,9,3,6,6,6.536202430725098,5,5.469400882720947,22,22.84247589111328,12,12.985751152038574,22,22.773527145385746,100,100.0,18,18.0,140,140.0
5706,5706,2021-09-03 12:00:00,9,3,7,6,6.398348808288574,5,5.359801292419434,22,22.788652420043945,12,12.856748580932615,22,22.68522453308105,100,100.0,18,18.0,140,140.0
5707,5707,2021-09-03 12:05:00,9,3,7,6,6.558652877807617,5,5.51805305480957,22,22.81625366210937,13,13.106240272521973,22,22.768007278442383,100,100.0,18,18.0,140,140.0
