timestamp,r_humidity,man_valve_cmd,rchw_temp,sa_temp,ra_temp,rtemp_sp,vlv_cmd
10/03/2022 8:40,60.5624733,100,23.78622818,82.46096039,19.92501259,16,0
10/03/2022 8:50,60.59771729,100,23.77121353,83.30088806,19.96089745,16,0
10/03/2022 9:00,60.7169075,100,23.79763031,83.78132629,19.99228668,16,0
10/03/2022 9:10,60.70722198,100,23.81314468,82.53378296,19.93470573,16,0
10/03/2022 9:20,60.57885361,100,23.83374786,80.11173248,20.07198715,16,0
10/03/2022 9:30,60.05300903,100,23.85212708,83.17569733,20.12747192,16,0
10/03/2022 9:40,60.21086121,100,23.8475399,83.61862183,20.84968758,16,0
10/03/2022 9:50,60.54378891,100,23.86127472,83.39937592,21.1502285,16,0
10/03/2022 10:00,60.46070862,100,23.88154602,83.98423004,21.20787048,16,0
10/03/2022 10:10,60.17925262,100,23.94113159,84.40922546,21.31890106,16,0
10/03/2022 10:20,59.92538834,100,23.9302063,84.35484314,21.583498,16,0
10/03/2022 10:30,58.27495956,100,23.00370407,83.90267181,22.62010002,16,100
10/03/2022 10:40,56.61766434,100,22.08382416,84.02516937,22.85600853,16,100
10/03/2022 10:50,55.95548248,100,22.01542282,83.61558533,22.92256737,16,100
10/03/2022 11:00,55.35980606,100,21.66652107,83.53873444,23.05033875,16,100
10/03/2022 11:10,54.74719238,100,21.54798698,83.88446808,23.14437294,16,100
10/03/2022 11:20,54.18238831,100,21.35120964,83.9544754,23.30964279,16,100
10/03/2022 11:30,53.35902023,100,21.39213753,83.91676331,23.42488861,16,100
10/03/2022 11:40,52.94762802,100,21.5714283,84.09120941,23.48817635,16,100
10/03/2022 11:50,52.6675148,100,21.62197685,83.70807648,23.54290962,16,100
10/03/2022 12:00,52.43065262,100,21.62456322,83.54071045,23.58721352,16,100
10/03/2022 12:10,52.27599716,100,21.62531281,83.5226593,23.65689659,16,100
10/03/2022 12:20,52.18922043,100,21.65946007,83.54709625,23.6752739,16,100
10/03/2022 12:30,51.8958931,100,21.6744194,83.85088348,23.75498772,16,100
10/03/2022 12:40,51.73383331,100,21.66479683,83.82770538,23.75370407,16,100
10/03/2022 12:50,51.64078522,100,21.67486191,84.18672943,23.82870674,16,100
10/03/2022 13:00,51.5877533,100,21.73311424,84.17147064,23.86681938,16,100
10/03/2022 13:10,51.5210495,100,27.75610161,84.1410141,23.88954544,16,100
10/03/2022 13:20,51.38462067,100,25.52442169,84.02397919,23.85333633,16,100
10/03/2022 13:30,51.46845627,100,25.52442169,84.1963501,23.97951126,16,100
10/03/2022 13:40,51.22396851,100,25.75331688,84.21027374,24.06564522,16,100
10/03/2022 13:50,51.16941833,100,25.97141838,84.17781067,24.09006882,16,100
10/03/2022 14:00,51.09384537,100,26.11953926,82.85173798,24.15564537,16,100
10/03/2022 14:10,50.85669708,100,26.31793022,81.97716522,24.19150543,16,100
10/03/2022 14:20,50.72498322,100,25.93963814,82.19569397,24.22777557,16,100
10/03/2022 14:30,50.46836853,100,25.46689224,83.70988464,24.23154259,16,100
10/03/2022 14:40,50.33691406,100,25.03107262,83.98750305,24.2929039,16,100
